Date,Open,High,Low,Close,Volume
2024-01-03 16:00:00,4860.39,4861.36,4859.53,4860.28,993
2024-01-03 16:15:00,4861.65,4862.26,4860.55,4860.97,681
2024-01-03 16:30:00,4862.09,4862.42,4861.17,4861.67,1286
2024-01-03 16:45:00,4862.55,4862.86,4861.94,4862.37,1103
2024-01-03 17:00:00,4863.8,4864.7,4862.87,4863.07,658
2024-01-03 17:15:00,4863.17,4864.07,4862.89,4863.77,612
2024-01-03 17:30:00,4864.14,4864.68,4863.79,4864.46,595
2024-01-03 17:45:00,4864.69,4865.51,4864.31,4865.15,519
2024-01-03 18:00:00,4865.65,4866.47,4865.26,4865.84,1356
2024-01-03 18:15:00,4865.83,4867.12,4865.21,4866.52,1332
2024-01-03 18:30:00,4867.5,4868.33,4866.21,4867.18,879
2024-01-03 18:45:00,4867.73,4868.44,4866.93,4867.84,599
2024-01-03 19:00:00,4867.75,4868.84,4866.93,4868.48,778
2024-01-03 19:15:00,4868.6,4869.58,4867.82,4869.11,950
2024-01-03 19:30:00,4869.88,4870.71,4869.08,4869.72,1038
2024-01-03 19:45:00,4870.73,4871.39,4869.39,4870.31,988
2024-01-03 20:00:00,4871.89,4872.85,4870.17,4870.89,1118
2024-01-03 20:15:00,4872.9,4873.33,4870.89,4871.44,1120
2024-01-03 20:30:00,4872.19,4872.79,4871.81,4871.98,1125
2024-01-03 20:45:00,4872.0,4873.13,4871.46,4872.5,1004
2024-01-03 21:00:00,4871.93,4873.86,4871.64,4873.0,945
2024-01-03 21:15:00,4873.61,4873.84,4873.25,4873.47,1437
2024-01-03 21:30:00,4873.52,4874.4,4872.97,4873.93,1320
2024-01-03 21:45:00,4874.16,4875.29,4873.36,4874.37,1250
2024-01-03 22:00:00,4874.48,4874.93,4874.12,4874.79,554
2024-01-03 22:15:00,4875.12,4876.03,4874.33,4875.19,1074
2024-01-03 22:30:00,4876.11,4876.58,4875.0,4875.58,1381
2024-01-03 22:45:00,4876.02,4876.87,4875.71,4875.95,1117
2024-01-03 23:00:00,4876.22,4876.41,4875.25,4876.3,691
2024-01-03 23:15:00,4876.12,4877.07,4875.66,4876.64,1006
2024-01-03 23:30:00,4876.14,4877.14,4875.77,4876.97,1049
2024-01-03 23:45:00,4877.05,4877.98,4876.19,4877.29,1464
2024-01-04 00:00:00,4877.58,4877.95,4877.37,4877.61,1048
2024-01-04 00:15:00,4878.8,4879.53,4877.15,4877.91,726
2024-01-04 00:30:00,4878.28,4879.23,4877.95,4878.22,609
2024-01-04 00:45:00,4879.01,4879.22,4878.06,4878.52,1189
2024-01-04 01:00:00,4878.57,4879.69,4878.26,4878.82,1484
2024-01-04 01:15:00,4878.53,4879.27,4877.67,4879.12,1055
2024-01-04 01:30:00,4878.94,4879.87,4878.49,4879.42,596
2024-01-04 01:45:00,4879.37,4880.22,4878.4,4879.74,542
2024-01-04 02:00:00,4881.12,4881.66,4879.39,4880.06,1281
2024-01-04 02:15:00,4879.97,4881.36,4879.25,4880.38,796
2024-01-04 02:30:00,4881.14,4881.94,4880.15,4880.72,982
2024-01-04 02:45:00,4880.62,4881.45,4880.25,4881.08,1427
2024-01-04 03:00:00,4881.91,4882.25,4880.99,4881.44,752
2024-01-04 03:15:00,4882.02,4882.9,4880.88,4881.83,1284
2024-01-04 03:30:00,4882.15,4883.12,4881.87,4882.22,584
2024-01-04 03:45:00,4882.62,4883.2,4881.63,4882.64,512
2024-01-04 04:00:00,4882.75,4883.49,4881.97,4883.08,534
2024-01-04 04:15:00,4883.75,4884.75,4883.11,4883.53,796
2024-01-04 04:30:00,4883.78,4884.39,4883.1,4884.01,980
2024-01-04 04:45:00,4883.89,4884.76,4883.44,4884.5,509
2024-01-04 05:00:00,4884.38,4885.91,4883.93,4885.01,1111
2024-01-04 05:15:00,4885.64,4886.47,4885.0,4885.55,1327
2024-01-04 05:30:00,4886.89,4887.59,4885.99,4886.1,1005
2024-01-04 05:45:00,4886.75,4887.72,4886.13,4886.67,610
2024-01-04 06:00:00,4887.21,4888.2,4886.23,4887.27,1323
2024-01-04 06:15:00,4888.02,4888.79,4887.52,4887.87,557
2024-01-04 06:30:00,4889.15,4890.03,4887.72,4888.5,1010
2024-01-04 06:45:00,4889.25,4889.57,4888.64,4889.14,1481
2024-01-04 07:00:00,4889.58,4890.02,4889.3,4889.79,859
2024-01-04 07:15:00,4891.01,4891.71,4889.54,4890.46,945
2024-01-04 07:30:00,4891.35,4892.09,4891.02,4891.13,753
2024-01-04 07:45:00,4892.58,4892.83,4891.44,4891.82,818
2024-01-04 08:00:00,4892.6,4893.05,4891.51,4892.51,739
2024-01-04 08:15:00,4892.59,4894.12,4892.25,4893.2,549
2024-01-04 08:30:00,4893.22,4894.51,4892.35,4893.9,1239
2024-01-04 08:45:00,4895.43,4896.05,4893.96,4894.6,889
2024-01-04 09:00:00,4896.16,4896.44,4894.47,4895.3,1499
2024-01-04 09:15:00,4895.91,4896.57,4895.24,4896.0,866
2024-01-04 09:30:00,4896.5,4897.26,4896.07,4896.69,1282
2024-01-04 09:45:00,4898.1,4898.28,4896.59,4897.37,1023
2024-01-04 10:00:00,4897.49,4899.03,4897.37,4898.05,1126
2024-01-04 10:15:00,4898.26,4899.33,4897.76,4898.71,506
2024-01-04 10:30:00,4899.69,4899.79,4898.93,4899.36,1368
2024-01-04 10:45:00,4899.81,4900.8,4899.28,4900.0,647
2024-01-04 11:00:00,4900.62,4901.61,4900.41,4900.63,1460
2024-01-04 11:15:00,4901.15,4901.87,4900.85,4901.24,709
